day,steady_supply,demand_variation,transport_noise,total_supply,transport_method,daily_cost
93,600.0000000000006,300.0000000000003,3.114390957888559,903.1143909578894,rocket,500000
94,600.0000000000006,300.0000000000003,3.5158726006601313,903.515872600661,rocket,500000
95,600.0000000000006,300.0000000000003,-1.0990180654586699,898.9009819345422,rocket,500000
96,600.0000000000006,300.0000000000003,2.3570713540264805,902.3570713540274,rocket,500000
97,600.0000000000006,300.0000000000003,4.44146656790568,904.4414665679066,rocket,500000
98,600.0000000000006,300.0000000000003,-3.964683348580495,896.0353166514204,rocket,500000
99,600.0000000000006,300.0000000000003,1.5213588217316747,901.5213588217326,elevator,100000
100,600.0000000000006,300.0000000000003,10.58705920443747,910.5870592044383,elevator,100000
101,600.0000000000006,300.0000000000003,7.460599406738662,907.4605994067396,rocket,500000
102,600.0000000000006,300.0000000000003,-0.11264064732629361,899.8873593526746,elevator,100000
103,600.0000000000006,300.0000000000003,-6.363328107383233,893.6366718926176,rocket,500000
104,600.0000000000006,300.0000000000003,1.105434920627541,901.1054349206285,elevator,100000
105,600.0000000000006,300.0000000000003,6.294513109902743,906.2945131099036,rocket,500000
106,600.0000000000006,300.0000000000003,-0.7708342853758935,899.229165714625,rocket,500000
107,600.0000000000006,300.0000000000003,-2.171398085064405,897.8286019149365,elevator,100000
108,600.0000000000006,300.0000000000003,1.4292984761715193,901.4292984761724,rocket,500000
109,600.0000000000006,300.0000000000003,7.167112936194888,907.1671129361958,elevator,100000
110,600.0000000000006,300.0000000000003,-5.344346582525241,894.6556534174757,elevator,100000
111,600.0000000000006,300.0000000000003,-1.1321410727610146,898.8678589272399,rocket,500000
112,600.0000000000006,300.0000000000003,-2.6846882765038576,897.3153117234971,elevator,100000
113,600.0000000000006,300.0000000000003,-8.504968827216958,891.4950311727839,rocket,500000
114,600.0000000000006,300.0000000000003,-1.5177164675980015,898.4822835324029,elevator,100000
115,600.0000000000006,300.0000000000003,-4.282024743481032,895.7179752565198,rocket,500000
116,600.0000000000006,300.0000000000003,5.002533582872165,905.0025335828731,elevator,100000
117,600.0000000000006,300.0000000000003,-8.879859936046577,891.1201400639543,rocket,500000
118,600.0000000000006,300.0000000000003,-7.545573862184227,892.4544261378167,rocket,500000
119,600.0000000000006,300.0000000000003,9.101806928019721,909.1018069280207,rocket,500000
120,600.0000000000006,300.0000000000003,1.669455738341492,901.6694557383424,rocket,500000
121,600.0000000000006,300.0000000000003,1.697238545697532,901.6972385456985,rocket,500000
122,600.0000000000006,300.0000000000003,4.32676162890427,904.3267616289052,rocket,500000
123,600.0000000000006,300.0000000000003,7.423403942233115,907.423403942234,rocket,500000
124,600.0000000000006,300.0000000000003,6.620395555389222,906.6203955553901,rocket,500000
125,600.0000000000006,300.0000000000003,6.869643167493149,906.869643167494,rocket,500000
126,600.0000000000006,300.0000000000003,-7.337741322820286,892.6622586771806,elevator,100000
127,600.0000000000006,300.0000000000003,2.943276606659275,902.9432766066602,rocket,500000
128,600.0000000000006,300.0000000000003,5.724086407230375,905.7240864072313,elevator,100000
129,600.0000000000006,300.0000000000003,2.561725947889782,902.5617259478906,rocket,500000
130,600.0000000000006,300.0000000000003,-3.7854862874838786,896.214513712517,rocket,500000
131,600.0000000000006,300.0000000000003,4.009407835117194,904.009407835118,elevator,100000
132,600.0000000000006,300.0000000000003,-6.348406945559199,893.6515930544417,elevator,100000
133,600.0000000000006,300.0000000000003,3.54133077261997,903.5413307726209,rocket,500000
134,600.0000000000006,300.0000000000003,8.381317029216701,908.3813170292176,rocket,500000
135,600.0000000000006,300.0000000000003,0.3880550026890394,900.38805500269,rocket,500000
136,600.0000000000006,300.0000000000003,-0.5967000659625377,899.4032999340384,elevator,100000
137,600.0000000000006,300.0000000000003,2.8265735398527823,902.8265735398537,rocket,500000
138,600.0000000000006,300.0000000000003,6.811658900820728,906.8116589008216,elevator,100000
139,600.0000000000006,300.0000000000003,1.2589928652376559,901.2589928652386,rocket,500000
140,600.0000000000006,300.0000000000003,-1.9974139741412404,898.0025860258596,rocket,500000
141,600.0000000000006,300.0000000000003,10.11304757971624,910.1130475797172,elevator,100000
142,600.0000000000006,300.0000000000003,-3.6428364203233894,896.3571635796775,rocket,500000
143,600.0000000000006,300.0000000000003,3.5315052788494308,903.5315052788503,rocket,500000
144,600.0000000000006,300.0000000000003,0.5845283394666796,900.5845283394676,elevator,100000
145,600.0000000000006,300.0000000000003,-1.7720194231597335,898.2279805768412,rocket,500000
146,600.0000000000006,300.0000000000003,-0.2691107523967466,899.7308892476042,rocket,500000
147,600.0000000000006,300.0000000000003,3.7927396492854206,903.7927396492863,rocket,500000
148,600.0000000000006,300.0000000000003,-3.572256100897353,896.4277438991036,elevator,100000
149,600.0000000000006,300.0000000000003,9.612754148655718,909.6127541486567,rocket,500000
150,600.0000000000006,300.0000000000003,-0.7485323208526732,899.2514676791483,rocket,500000
151,600.0000000000006,300.0000000000003,-8.304032470490855,891.6959675295101,elevator,100000
152,600.0000000000006,300.0000000000003,1.6533815255392932,901.6533815255402,rocket,500000
153,600.0000000000006,300.0000000000003,0.21732967775844908,900.2173296777594,elevator,100000
154,600.0000000000006,300.0000000000003,6.932960919736205,906.9329609197371,rocket,500000
155,600.0000000000006,300.0000000000003,2.829303594466064,902.829303594467,elevator,100000
156,600.0000000000006,300.0000000000003,9.364243015519607,909.3642430155205,elevator,100000
157,600.0000000000006,300.0000000000003,3.3104138038132045,903.3104138038141,elevator,100000
158,600.0000000000006,300.0000000000003,6.1590986921763005,906.1590986921772,rocket,500000
159,600.0000000000006,300.0000000000003,-9.51310123751218,890.4868987624887,elevator,100000
160,600.0000000000006,300.0000000000003,5.478841395223343,905.4788413952242,elevator,100000
161,600.0000000000006,300.0000000000003,-1.8296170649743309,898.1703829350266,elevator,100000
162,600.0000000000006,300.0000000000003,-10.82073388472601,889.1792661152749,rocket,500000
163,600.0000000000006,300.0000000000003,0.7422152882460646,900.7422152882469,rocket,500000
164,600.0000000000006,300.0000000000003,2.908881173950117,902.908881173951,elevator,100000
165,600.0000000000006,300.0000000000003,-1.75547896415869,898.2445210358422,elevator,100000
166,600.0000000000006,300.0000000000003,6.45335524128636,906.4533552412872,elevator,100000
167,600.0000000000006,300.0000000000003,-1.9161320424391557,898.0838679575618,rocket,500000
168,600.0000000000006,300.0000000000003,12.06823770312586,912.0682377031268,rocket,500000
169,600.0000000000006,300.0000000000003,-0.5094528099251221,899.4905471900757,rocket,500000
170,600.0000000000006,300.0000000000003,-4.950919024758379,895.0490809752425,rocket,500000
171,600.0000000000006,300.0000000000003,2.119443160381483,902.1194431603824,elevator,100000
172,600.0000000000006,300.0000000000003,5.57566623584834,905.5756662358492,rocket,500000
173,600.0000000000006,300.0000000000003,8.707844038073146,908.7078440380741,rocket,500000
174,600.0000000000006,300.0000000000003,-6.534847005139261,893.4651529948617,rocket,500000
175,600.0000000000006,300.0000000000003,2.1096933758239196,902.1096933758248,elevator,100000
176,600.0000000000006,300.0000000000003,-0.02329990238383117,899.976700097617,rocket,500000
177,600.0000000000006,300.0000000000003,1.9360775055788368,901.9360775055798,elevator,100000
178,600.0000000000006,300.0000000000003,4.041555293447215,904.0415552934481,rocket,500000
179,600.0000000000006,300.0000000000003,-4.256749178035462,895.7432508219655,elevator,100000
180,600.0000000000006,300.0000000000003,1.7035390682949219,901.7035390682959,rocket,500000
181,600.0000000000006,300.0000000000003,-4.774459360988573,895.2255406390124,rocket,500000
182,600.0000000000006,300.0000000000003,0.6312070326493525,900.6312070326503,rocket,500000
183,600.0000000000006,300.0000000000003,5.216258242876548,905.2162582428774,rocket,500000
184,600.0000000000006,300.0000000000003,-6.904324225538008,893.0956757744628,elevator,100000
185,600.0000000000006,300.0000000000003,5.0604530605337175,905.0604530605347,rocket,500000
186,600.0000000000006,300.0000000000003,-5.743435388745204,894.2565646112557,elevator,100000
187,600.0000000000006,300.0000000000003,-2.1353725061257007,897.8646274938752,rocket,500000
188,600.0000000000006,300.0000000000003,-5.309883621478309,894.6901163785226,elevator,100000
189,600.0000000000006,300.0000000000003,8.261700587536291,908.2617005875372,elevator,100000
190,600.0000000000006,300.0000000000003,6.904802802684215,906.9048028026851,elevator,100000
191,600.0000000000006,300.0000000000003,8.382452598705967,908.3824525987069,rocket,500000
192,600.0000000000006,300.0000000000003,0.6858534515289071,900.6858534515299,rocket,500000
193,600.0000000000006,300.0000000000003,-2.339658780180127,897.6603412198208,elevator,100000
194,600.0000000000006,300.0000000000003,-8.582221145095193,891.4177788549057,rocket,500000
195,600.0000000000006,300.0000000000003,-0.5300634145101634,899.4699365854907,rocket,500000
196,600.0000000000006,300.0000000000003,-2.580762122180474,897.4192378778205,elevator,100000
197,600.0000000000006,300.0000000000003,4.964990423860717,904.9649904238617,elevator,100000
198,600.0000000000006,300.0000000000003,-3.3804152508666583,896.6195847491342,rocket,500000
199,600.0000000000006,300.0000000000003,9.687038689240774,909.6870386892417,rocket,500000
200,600.0000000000006,300.0000000000003,9.241275666387772,909.2412756663887,rocket,500000
201,600.0000000000006,300.0000000000003,0.572726477850285,900.5727264778512,elevator,100000
202,600.0000000000006,300.0000000000003,-9.006779981406519,890.9932200185943,rocket,500000
203,600.0000000000006,300.0000000000003,5.47028154848097,905.4702815484819,elevator,100000
204,600.0000000000006,300.0000000000003,3.759841456698192,903.7598414566991,elevator,100000
205,600.0000000000006,300.0000000000003,8.944543608878629,908.9445436088795,elevator,100000
206,600.0000000000006,300.0000000000003,8.618014373483676,908.6180143734846,elevator,100000
207,600.0000000000006,300.0000000000003,-5.281762855650217,894.7182371443507,rocket,500000
208,600.0000000000006,300.0000000000003,3.3058751799597355,903.3058751799606,rocket,500000
209,600.0000000000006,300.0000000000003,-4.904021062527836,895.0959789374731,rocket,500000
210,600.0000000000006,300.0000000000003,2.1829304779415994,902.1829304779425,elevator,100000
211,600.0000000000006,300.0000000000003,-7.998536270111002,892.0014637298899,rocket,500000
212,600.0000000000006,300.0000000000003,6.665710150203967,906.6657101502049,elevator,100000
213,600.0000000000006,300.0000000000003,-5.803463989714757,894.1965360102862,rocket,500000
214,600.0000000000006,300.0000000000003,3.0947012889971672,903.0947012889981,rocket,500000
215,600.0000000000006,300.0000000000003,-0.9090957814436816,899.0909042185573,elevator,100000
216,600.0000000000006,300.0000000000003,-3.722971276542048,896.2770287234589,elevator,100000
217,600.0000000000006,300.0000000000003,12.79248248491152,912.7924824849124,elevator,100000
218,600.0000000000006,300.0000000000003,3.6330671698567545,903.6330671698577,rocket,500000
219,600.0000000000006,300.0000000000003,-5.900450723815062,894.0995492761858,rocket,500000
220,600.0000000000006,300.0000000000003,5.514992798608341,905.5149927986092,elevator,100000
221,600.0000000000006,300.0000000000003,3.519260058740113,903.519260058741,rocket,500000
222,600.0000000000006,300.0000000000003,8.189611311981244,908.1896113119822,rocket,500000
223,600.0000000000006,300.0000000000003,9.824802293902327,909.8248022939032,rocket,500000
224,600.0000000000006,300.0000000000003,3.729715075816133,903.729715075817,rocket,500000
225,600.0000000000006,300.0000000000003,-2.6005290744430996,897.3994709255578,rocket,500000
226,600.0000000000006,300.0000000000003,3.1988933679362566,903.1988933679372,rocket,500000
227,600.0000000000006,300.0000000000003,3.1982850945706094,903.1982850945715,rocket,500000
228,600.0000000000006,300.0000000000003,-2.1706875049663696,897.8293124950345,rocket,500000
229,600.0000000000006,300.0000000000003,-9.0082021097381,890.9917978902628,rocket,500000
230,600.0000000000006,300.0000000000003,-14.688992042932348,885.3110079570686,rocket,500000
231,600.0000000000006,300.0000000000003,8.521430125517886,908.5214301255188,rocket,500000
232,600.0000000000006,300.0000000000003,-0.8696398066076941,899.1303601933932,rocket,500000
233,600.0000000000006,300.0000000000003,-0.21756944209107787,899.7824305579098,rocket,500000
234,600.0000000000006,300.0000000000003,8.565820735093261,908.5658207350941,rocket,500000
235,600.0000000000006,300.0000000000003,3.1626127224414304,903.1626127224423,elevator,100000
236,600.0000000000006,300.0000000000003,-10.372252392881895,889.627747607119,rocket,500000
237,600.0000000000006,300.0000000000003,-1.2642437166784974,898.7357562833224,rocket,500000
238,600.0000000000006,300.0000000000003,2.317695861098598,902.3176958610995,rocket,500000
239,600.0000000000006,300.0000000000003,-6.335297890941442,893.6647021090595,elevator,100000
240,600.0000000000006,300.0000000000003,-6.882600120356454,893.1173998796445,elevator,100000
241,600.0000000000006,300.0000000000003,-11.38964330435274,888.6103566956482,rocket,500000
242,600.0000000000006,300.0000000000003,3.7049406602908133,903.7049406602918,rocket,500000
243,600.0000000000006,300.0000000000003,1.1163897310124735,901.1163897310133,rocket,500000
244,600.0000000000006,300.0000000000003,-1.44541209836431,898.5545879016366,elevator,100000
245,600.0000000000006,300.0000000000003,3.8573097493096293,903.8573097493105,elevator,100000
246,600.0000000000006,300.0000000000003,-3.7017240043300763,896.2982759956708,elevator,100000
247,600.0000000000006,300.0000000000003,0.6411102050967525,900.6411102050977,rocket,500000
248,600.0000000000006,300.0000000000003,2.118776832020338,902.1187768320212,rocket,500000
249,600.0000000000006,300.0000000000003,11.432665032055352,911.4326650320562,elevator,100000
250,600.0000000000006,300.0000000000003,6.03856453795515,906.0385645379561,rocket,500000
251,600.0000000000006,300.0000000000003,7.486680915321984,907.486680915323,elevator,100000
252,600.0000000000006,300.0000000000003,-8.668047327998297,891.3319526720026,elevator,100000
253,600.0000000000006,300.0000000000003,-5.457540127179167,894.5424598728217,rocket,500000
254,600.0000000000006,300.0000000000003,-0.3205966055221265,899.6794033944788,rocket,500000
255,600.0000000000006,300.0000000000003,0.3047375257000233,900.304737525701,elevator,100000
256,600.0000000000006,300.0000000000003,5.502891989648961,905.5028919896499,rocket,500000
257,600.0000000000006,300.0000000000003,3.08274378951884,903.0827437895198,rocket,500000
258,600.0000000000006,300.0000000000003,-5.691095058947415,894.3089049410535,rocket,500000
259,600.0000000000006,300.0000000000003,-4.261313713846957,895.738686286154,rocket,500000
260,600.0000000000006,300.0000000000003,1.0349034127033483,901.0349034127042,rocket,500000
261,600.0000000000006,300.0000000000003,-5.837977006025779,894.1620229939751,rocket,500000
262,600.0000000000006,300.0000000000003,0.9905947310893023,900.9905947310903,rocket,500000
263,600.0000000000006,300.0000000000003,-5.800695728587805,894.1993042714131,rocket,500000
264,600.0000000000006,300.0000000000003,-4.984402529234991,895.0155974707659,rocket,500000
265,600.0000000000006,300.0000000000003,1.451195110622142,901.4511951106231,rocket,500000
266,600.0000000000006,300.0000000000003,3.078457177294625,903.0784571772955,rocket,500000
267,600.0000000000006,300.0000000000003,-6.634180411961902,893.365819588039,elevator,100000
268,600.0000000000006,300.0000000000003,-11.864091868712922,888.135908131288,rocket,500000
269,600.0000000000006,300.0000000000003,-1.2096513594964222,898.7903486405045,rocket,500000
270,600.0000000000006,300.0000000000003,1.016081391008392,901.0160813910093,rocket,500000
271,600.0000000000006,300.0000000000003,-7.380070766527824,892.619929233473,elevator,100000
272,600.0000000000006,300.0000000000003,-5.78196678502707,894.2180332149738,rocket,500000
273,600.0000000000006,300.0000000000003,-6.591271579633936,893.408728420367,elevator,100000
274,600.0000000000006,300.0000000000003,4.688174230900648,904.6881742309016,rocket,500000
275,600.0000000000006,300.0000000000003,-1.1436611823416951,898.8563388176592,rocket,500000
276,600.0000000000006,300.0000000000003,2.027023556637836,902.0270235566387,elevator,100000
277,600.0000000000006,300.0000000000003,-6.28640890795882,893.7135910920421,rocket,500000
278,600.0000000000006,300.0000000000003,8.1832930671031,908.183293067104,rocket,500000
279,600.0000000000006,300.0000000000003,8.695054793495425,908.6950547934963,rocket,500000
280,600.0000000000006,300.0000000000003,4.158074903743572,904.1580749037445,elevator,100000
281,600.0000000000006,300.0000000000003,3.2368238377727585,903.2368238377736,rocket,500000
282,600.0000000000006,300.0000000000003,2.3353801073462557,902.3353801073472,rocket,500000
283,600.0000000000006,300.0000000000003,4.7792921347714685,904.7792921347724,rocket,500000
284,600.0000000000006,300.0000000000003,7.770258228898709,907.7702582288996,rocket,500000
285,600.0000000000006,300.0000000000003,1.6869052576957095,901.6869052576966,rocket,500000
286,600.0000000000006,300.0000000000003,3.8214992675478205,903.8214992675487,rocket,500000
287,600.0000000000006,300.0000000000003,2.224035043678446,902.2240350436794,elevator,100000
288,600.0000000000006,300.0000000000003,-14.081472598521826,885.9185274014791,elevator,100000
289,600.0000000000006,300.0000000000003,3.400223720931151,903.4002237209321,elevator,100000
290,600.0000000000006,300.0000000000003,-0.8409884840552521,899.1590115159456,rocket,500000
291,600.0000000000006,300.0000000000003,2.544313191613122,902.544313191614,rocket,500000
292,600.0000000000006,300.0000000000003,-0.1031722967606298,899.8968277032403,rocket,500000
293,600.0000000000006,300.0000000000003,7.023528813439122,907.0235288134401,rocket,500000
294,600.0000000000006,300.0000000000003,-8.641872401811309,891.3581275981896,rocket,500000
295,600.0000000000006,300.0000000000003,7.09963743345897,907.0996374334599,rocket,500000
296,600.0000000000006,300.0000000000003,-3.4055026861448185,896.5944973138561,rocket,500000
297,600.0000000000006,300.0000000000003,-3.5131572324967415,896.4868427675042,elevator,100000
298,600.0000000000006,300.0000000000003,-1.809982769343669,898.1900172306572,elevator,100000
299,600.0000000000006,300.0000000000003,0.7992901905814978,900.7992901905824,rocket,500000
300,600.0000000000006,300.0000000000003,6.463454305829685,906.4634543058306,elevator,100000
301,600.0000000000006,300.0000000000003,-13.963021052997924,886.036978947003,elevator,100000
302,600.0000000000006,300.0000000000003,-1.4534818073014646,898.5465181926994,elevator,100000
303,600.0000000000006,300.0000000000003,10.855539615455967,910.8555396154569,rocket,500000
304,600.0000000000006,300.0000000000003,15.994878787317198,915.9948787873182,elevator,100000
305,600.0000000000006,300.0000000000003,-0.09478546098782442,899.9052145390131,elevator,100000
306,600.0000000000006,300.0000000000003,-5.343400351469338,894.6565996485316,rocket,500000
307,600.0000000000006,300.0000000000003,5.924267900534895,905.9242679005358,elevator,100000
308,600.0000000000006,300.0000000000003,-9.804696603383478,890.1953033966174,elevator,100000
309,600.0000000000006,300.0000000000003,-1.5273335765913902,898.4726664234095,rocket,500000
310,600.0000000000006,300.0000000000003,-9.99259133073192,890.007408669269,rocket,500000
311,600.0000000000006,300.0000000000003,-3.8404775238928637,896.159522476108,elevator,100000
312,600.0000000000006,300.0000000000003,5.785065809841921,905.7850658098429,rocket,500000
313,600.0000000000006,300.0000000000003,12.254797065290935,912.2547970652919,rocket,500000
314,600.0000000000006,300.0000000000003,1.702585399283653,901.7025853992845,rocket,500000
315,600.0000000000006,300.0000000000003,6.212868447860216,906.2128684478611,rocket,500000
316,600.0000000000006,300.0000000000003,2.201635535827847,902.2016355358287,elevator,100000
317,600.0000000000006,300.0000000000003,-0.11565267341333992,899.8843473265875,elevator,100000
318,600.0000000000006,300.0000000000003,8.124709600462735,908.1247096004637,rocket,500000
319,600.0000000000006,300.0000000000003,-1.4594104242951471,898.5405895757058,elevator,100000
320,600.0000000000006,300.0000000000003,-1.6098954646699308,898.390104535331,rocket,500000
321,600.0000000000006,300.0000000000003,13.313657318220777,913.3136573182217,rocket,500000
322,600.0000000000006,300.0000000000003,4.513791527350688,904.5137915273516,rocket,500000
323,600.0000000000006,300.0000000000003,-3.8759958697956156,896.1240041302053,rocket,500000
324,600.0000000000006,300.0000000000003,-7.168069127640727,892.8319308723602,elevator,100000
325,600.0000000000006,300.0000000000003,-0.35217502790910643,899.6478249720918,rocket,500000
326,600.0000000000006,300.0000000000003,-2.188994916465855,897.8110050835351,rocket,500000
327,600.0000000000006,300.0000000000003,10.650644836717978,910.6506448367189,elevator,100000
328,600.0000000000006,300.0000000000003,-2.897019740160457,897.1029802598405,rocket,500000
329,600.0000000000006,300.0000000000003,6.885655349493517,906.8856553494944,rocket,500000
330,600.0000000000006,300.0000000000003,-4.667442757221508,895.3325572427794,rocket,500000
331,600.0000000000006,300.0000000000003,-4.92619448012167,895.0738055198792,elevator,100000
332,600.0000000000006,300.0000000000003,3.8456751184544813,903.8456751184553,elevator,100000
333,600.0000000000006,300.0000000000003,-3.3605647740546143,896.6394352259463,rocket,500000
